Datum,Gemeentenaam,Provincienaam,Aantal,Provincie_aantal,Aantal_yes,Provincie_aantal_yes,Datum_yes2,Aantal_y,Provincie_aantal_yes2,Aantal_yes3,Provincie_aantal_yes3,outbreak_days,high_temp_degree,low_temp_degree,hist_Gemiddeld_degree_low,hist_Gemiddeld_degree_high,Gemeenten2016_Bevolking,Gemeenten2016_Beweegrichtlijnen,Gemeenten2016_Eenzaam,Gemeenten2016_Ernstig_zeerernstigeenzaam,Gemeenten2016_Ernstigehinderspoorwegen,Gemeenten2016_Ernstigehindervliegtuigen,Gemeenten2016_Ernstigehinderwegenless_than_50km_u,Gemeenten2016_Ernstigehinderwegenmore_than_50km_u,Gemeenten2016_Gehoorbeperking,Gemeenten2016_Gezichtsbeperking,Gemeenten2016_Goed_zeergoedervarengezondheid,Gemeenten2016_Hoogrisicoopangstofdepressie,Gemeenten2016_Langdurigeziekteofaandoening,Gemeenten2016_Mantelzorger,Gemeenten2016_Mantelzorgontvangenafg12mnd_65above,Gemeenten2016_Matig_hoogrisicoopangstofdepressie,Gemeenten2016_Matig_veelregieovereigenleven,Gemeenten2016_Minstenseenbeperking,Gemeenten2016_Mobiliteitsbeperking,Gemeenten2016_Obesitas,Gemeenten2016_Overgewicht,Gemeenten2016_Roker,Gemeenten2016_Sporter,Gemeenten2016_Voldoetaanalcoholrichtlijn,Gemeenten2016_Vrijwilligerswerk,record_count,doc_record_count
2020-03-06,coevorden,drenthe,3,6742,3.0,6742.0,2020-03-04 00:00:00,2.0,6742.0,2.0,6742.0,8,6,4,1,7,35381,46,42,9,0,2,4,2,6,6,76,6,36,14,16,37,88,18,12,17,56,22,40,40,34,97,88
2020-03-06,borne,overijssel,1,38086,1.0,38086.0,0,0.0,0.0,0.0,0.0,8,5,2,1,8,22343,58,38,7,4,0,5,1,6,6,79,5,33,16,14,43,92,15,10,14,53,18,56,35,36,61,77
2020-03-06,arnhem,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,3,2,8,153818,51,47,14,3,2,8,5,6,7,74,10,37,13,17,52,89,17,11,16,47,25,51,43,26,624,1191
2020-03-06,beuningen,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,25289,50,40,8,0,1,6,4,5,5,78,5,34,16,14,46,91,15,9,15,52,19,55,37,28,85,128
2020-03-06,culemborg,gelderland,1,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,27644,52,44,9,2,0,6,2,5,6,76,6,34,15,17,49,90,15,10,14,48,21,51,45,32,111,145
2020-03-06,nijmegen,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,172064,54,45,12,2,1,5,1,5,6,75,9,35,12,17,54,90,15,10,12,42,25,57,38,26,711,2245
2020-03-06,renkum,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,3,2,8,31254,49,42,9,2,1,5,4,6,6,75,6,37,15,16,45,90,17,11,14,48,17,50,42,33,152,151
2020-03-06,zaltbommel,gelderland,1,69886,1.0,69886.0,2020-03-04 00:00:00,1.0,69886.0,0.0,0.0,8,8,4,2,8,27543,45,41,9,3,5,3,5,5,5,76,6,32,15,16,46,90,16,10,15,53,20,42,46,34,81,92
2020-03-06,de bilt,utrecht,3,43217,2.0,43217.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,42375,53,42,9,2,2,6,5,4,5,76,5,34,16,17,41,90,15,10,12,43,18,56,38,34,204,340
2020-03-06,houten,utrecht,9,43217,9.0,43217.0,2020-03-04 00:00:00,1.0,43217.0,1.0,43217.0,8,8,4,2,8,48765,55,38,8,4,0,2,2,3,4,80,5,31,16,15,40,93,11,7,13,46,16,59,40,34,159,182
2020-03-06,soest,utrecht,6,43217,4.0,43217.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,45487,50,43,9,1,2,5,2,4,6,75,6,35,16,15,42,90,15,11,12,47,20,51,41,31,147,189
2020-03-06,utrecht,utrecht,8,43217,6.0,43217.0,2020-03-04 00:00:00,2.0,43217.0,2.0,43217.0,8,8,4,2,8,338967,57,44,12,2,2,10,6,4,6,75,9,31,10,17,52,89,14,10,12,40,24,58,39,26,1261,2774
2020-03-06,wijk bij duurstede,utrecht,1,43217,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,23384,53,38,7,0,1,3,3,4,4,79,4,33,16,15,41,92,12,7,14,51,21,51,38,31,62,77
2020-03-06,amsterdam,noord-holland,2,83056,2.0,83056.0,2020-03-04 00:00:00,1.0,83056.0,0.0,0.0,8,10,2,2,7,833624,56,49,13,2,7,10,6,4,7,74,9,33,9,14,50,89,16,11,13,42,28,53,41,21,2900,6680
2020-03-06,beverwijk,noord-holland,2,83056,2.0,83056.0,2020-03-04 00:00:00,1.0,83056.0,0.0,0.0,8,10,2,2,7,40318,51,45,11,2,9,6,3,5,7,75,7,35,13,15,44,89,17,11,16,53,23,49,41,21,109,266
2020-03-06,blaricum,noord-holland,1,83056,1.0,83056.0,2020-03-04 00:00:00,1.0,83056.0,0.0,0.0,8,8,4,2,8,9622,50,38,8,0,1,6,6,4,4,79,5,33,15,10,37,91,12,8,10,44,16,56,34,32,50,89
2020-03-06,diemen,noord-holland,2,83056,2.0,83056.0,2020-03-04 00:00:00,2.0,83056.0,3.0,83056.0,8,10,2,2,7,26840,52,46,12,3,4,6,3,4,6,76,7,33,11,13,46,90,15,10,13,46,24,52,42,24,63,97
2020-03-06,haarlem,noord-holland,1,83056,1.0,83056.0,2020-03-04 00:00:00,1.0,83056.0,1.0,83056.0,8,10,2,2,7,158140,54,44,11,2,3,6,3,4,6,77,7,33,12,13,46,90,14,10,12,44,23,55,36,24,613,915
2020-03-06,alphen aan den rijn,zuid-holland,1,109279,1.0,109279.0,2020-03-04 00:00:00,1.0,109279.0,1.0,109279.0,8,10,2,2,7,107960,52,42,9,1,5,5,3,5,5,77,6,35,14,14,48,89,15,9,14,51,20,50,41,30,288,400
2020-03-06,delft,zuid-holland,1,109279,1.0,109279.0,2020-03-04 00:00:00,1.0,109279.0,1.0,109279.0,8,9,4,2,8,101034,60,51,13,0,1,4,3,3,5,76,8,34,11,13,50,90,14,10,12,45,22,56,42,26,282,664
2020-03-06,'s-gravenhage,zuid-holland,2,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,519988,51,53,16,2,2,5,3,5,9,70,12,38,11,13,52,86,20,14,15,49,26,47,49,21,1547,2324
2020-03-06,hardinxveld-giessendam,zuid-holland,4,109279,2.0,109279.0,2020-03-04 00:00:00,1.0,109279.0,0.0,0.0,8,9,4,2,8,17774,44,39,8,3,1,5,3,4,4,79,5,30,16,17,40,90,13,9,15,51,18,43,51,39,44,52
2020-03-06,rotterdam,zuid-holland,9,109279,5.0,109279.0,2020-03-04 00:00:00,3.0,109279.0,1.0,109279.0,8,9,4,2,8,629606,47,52,15,1,2,7,4,6,10,68,11,37,10,16,51,85,21,15,17,51,27,44,51,21,1983,3759
2020-03-06,westvoorne,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,14197,51,39,8,1,1,3,3,4,5,77,4,35,14,13,39,91,13,9,14,53,18,48,40,31,47,45
2020-03-06,woerden,utrecht,2,43217,0.0,0.0,0,0.0,0.0,0.0,0.0,8,10,2,2,7,51161,54,40,8,1,4,5,3,4,5,78,5,32,15,17,41,92,13,9,13,48,18,53,41,37,179,315
2020-03-06,west maas en waal,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,18693,46,41,8,1,2,3,2,6,5,77,6,32,15,16,46,90,16,10,16,53,21,47,37,33,64,59
2020-03-06,best,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,8,10,5,2,9,28976,52,41,9,1,11,3,4,4,6,76,6,30,17,14,43,90,15,8,13,51,18,56,34,32,99,146
2020-03-06,breda,noord-brabant,2,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,181611,49,46,12,3,2,8,5,5,6,73,8,31,15,17,48,89,16,11,13,46,21,55,36,26,706,1292
2020-03-06,dongen,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,25413,48,42,10,1,3,5,2,6,6,75,6,32,16,17,44,90,17,10,16,53,19,53,38,29,61,94
2020-03-06,eindhoven,noord-brabant,4,131760,3.0,131760.0,2020-03-04 00:00:00,1.0,131760.0,1.0,131760.0,8,10,5,2,9,224755,51,50,14,2,4,8,6,5,7,72,9,32,13,18,52,87,17,11,13,45,24,54,37,24,760,2169
2020-03-06,helmond,noord-brabant,4,131760,4.0,131760.0,2020-03-04 00:00:00,4.0,131760.0,1.0,131760.0,8,9,4,2,8,90127,49,47,12,6,3,8,6,5,7,71,9,35,15,16,49,87,18,12,16,52,23,49,39,24,273,532
2020-03-06,loon op zand,noord-brabant,5,131760,5.0,131760.0,2020-03-04 00:00:00,5.0,131760.0,4.0,131760.0,8,9,4,2,8,22929,48,42,10,1,3,5,3,6,6,74,6,32,16,17,45,90,17,11,16,54,19,50,38,28,54,49
2020-03-06,oisterwijk,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,8,10,5,2,9,25835,51,41,10,3,2,6,2,6,7,75,5,32,18,17,43,89,17,10,14,50,18,54,36,29,78,93
2020-03-06,oss,noord-brabant,1,131760,1.0,131760.0,2020-03-04 00:00:00,1.0,131760.0,1.0,131760.0,8,9,4,2,8,90003,49,43,10,2,2,7,3,6,7,73,7,35,16,17,46,89,18,12,17,54,22,49,39,29,241,324
2020-03-06,sint-michielsgestel,noord-brabant,2,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,8,10,5,2,9,28403,52,38,8,1,2,4,1,5,6,77,4,30,17,16,39,91,15,9,12,48,17,55,34,33,97,91
2020-03-06,tilburg,noord-brabant,4,131760,3.0,131760.0,2020-03-04 00:00:00,3.0,131760.0,2.0,131760.0,8,9,4,2,8,212941,48,47,13,2,3,7,4,6,7,72,9,34,15,18,51,88,18,12,17,50,26,50,39,23,667,1391
2020-03-06,uden,noord-brabant,2,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,41247,52,41,10,1,8,5,5,6,6,74,7,34,16,16,44,89,18,12,14,50,19,53,37,31,145,354
2020-03-06,waalre,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,8,10,5,2,9,17023,51,41,9,1,4,6,6,5,6,77,5,30,17,14,41,91,15,9,10,44,16,58,33,33,63,101
2020-03-06,waalwijk,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,47021,46,44,11,1,3,4,2,6,7,73,7,33,16,17,47,89,18,12,16,54,21,48,40,27,170,234
2020-03-06,maastricht,limburg,2,61053,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,9,122533,48,50,14,1,2,6,3,5,7,71,9,36,14,17,47,87,17,12,15,47,26,49,37,23,453,1152
2020-03-06,simpelveld,limburg,2,61053,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,10741,38,44,11,0,1,6,3,5,6,71,7,37,16,15,43,88,17,11,17,55,19,44,42,25,23,31
2020-03-06,utrechtse heuvelrug,utrecht,1,43217,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,48506,52,42,8,1,1,6,4,5,5,77,5,34,16,18,41,90,15,10,13,47,18,51,43,37,225,203
2020-03-06,lansingerland,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,59035,53,38,7,1,10,4,1,3,4,81,5,31,14,12,39,92,11,7,13,49,17,57,42,32,149,165
2020-03-06,gemert-bakel,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,29647,52,40,9,0,3,6,4,5,6,75,6,32,17,16,43,89,17,10,12,50,18,53,35,34,100,106
2020-03-06,lingewaard,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,3,2,8,45950,53,39,8,1,1,3,2,5,5,78,5,34,15,14,44,92,14,9,16,54,18,55,36,30,156,180
2020-03-06,bronckhorst,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,3,2,8,36510,50,36,7,0,1,3,3,5,5,78,5,34,17,15,42,91,14,9,15,54,16,54,37,38,117,93
2020-03-06,sittard-geleen,limburg,4,61053,2.0,61053.0,0,0.0,0.0,0.0,0.0,8,8,4,2,9,93555,44,49,13,2,4,6,3,7,7,68,9,40,16,17,47,86,20,15,17,54,22,45,44,23,317,582
2020-03-06,stichtse vecht,utrecht,3,43217,2.0,43217.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,64061,50,40,8,2,3,4,5,4,5,76,5,33,15,15,42,91,13,9,14,48,20,54,40,30,166,228
2020-03-06,pijnacker-nootdorp,zuid-holland,2,109279,2.0,109279.0,0,0.0,0.0,0.0,0.0,8,9,4,2,8,51894,56,41,8,1,2,2,3,3,4,80,5,32,14,12,41,92,11,7,12,48,17,56,43,33,125,133
2020-03-06,gooise meren,noord-holland,2,83056,1.0,83056.0,2020-03-04 00:00:00,1.0,83056.0,0.0,0.0,8,8,4,2,8,56696,53,38,8,3,4,8,4,4,5,77,5,33,14,14,39,91,14,9,10,42,17,56,35,31,242,383
2020-03-06,beekdaelen,limburg,1,61053,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,9,36254,124,135,32,1,72,19,10,18,19,212,21,112,51,45,129,263,54,36,50,167,56,139,122,83,114,117
2020-03-06,altena,noord-brabant,4,131760,4.0,131760.0,2020-03-04 00:00:00,3.0,131760.0,3.0,131760.0,8,9,4,2,8,54083,133,120,24,0,15,16,8,16,15,230,15,90,51,50,130,268,44,28,45,158,55,127,138,112,157,143
2020-03-06,west betuwe,gelderland,1,69886,0.0,0.0,0,0.0,0.0,0.0,0.0,8,8,4,2,8,49580,136,119,22,7,5,12,11,15,15,234,16,94,46,46,129,271,43,27,47,159,59,130,132,103,206,141
2020-03-06,hoeksche waard,zuid-holland,1,109279,1.0,109279.0,2020-03-04 00:00:00,1.0,109279.0,0.0,0.0,8,9,4,2,8,84968,215,195,37,3,7,27,17,21,21,392,24,162,80,73,194,450,66,45,81,274,91,222,225,158,211,234
2020-03-07,almere,flevoland,1,9230,1.0,9230.0,0,0.0,0.0,0.0,0.0,9,11,-1,2,8,198145,46,49,13,4,2,3,3,5,5,72,8,35,13,15,45,89,16,10,16,53,21,45,46,21,535,956
2020-03-07,zeewolde,flevoland,1,9230,1.0,9230.0,2020-03-05 00:00:00,1.0,9230.0,0.0,0.0,9,11,-1,2,8,22113,48,42,9,0,1,2,1,4,3,78,6,32,14,12,41,91,11,7,12,47,21,51,42,33,73,72
2020-03-07,coevorden,drenthe,3,6742,3.0,6742.0,2020-03-05 00:00:00,3.0,6742.0,2.0,6742.0,9,10,1,1,7,35381,46,42,9,0,2,4,2,6,6,76,6,36,14,16,37,88,18,12,17,56,22,40,40,34,97,88
2020-03-07,borne,overijssel,2,38086,1.0,38086.0,2020-03-05 00:00:00,1.0,38086.0,0.0,0.0,9,9,2,1,8,22343,58,38,7,4,0,5,1,6,6,79,5,33,16,14,43,92,15,10,14,53,18,56,35,36,61,77
2020-03-07,hellendoorn,overijssel,1,38086,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,-2,2,8,35651,52,36,6,1,0,3,1,6,5,79,5,34,16,17,42,91,16,10,14,53,19,53,37,38,117,102
2020-03-07,arnhem,gelderland,1,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,9,11,-2,2,8,153818,51,47,14,3,2,8,5,6,7,74,10,37,13,17,52,89,17,11,16,47,25,51,43,26,624,1191
2020-03-07,beuningen,gelderland,1,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,9,11,0,2,8,25289,50,40,8,0,1,6,4,5,5,78,5,34,16,14,46,91,15,9,15,52,19,55,37,28,85,128
2020-03-07,culemborg,gelderland,1,69886,1.0,69886.0,2020-03-05 00:00:00,1.0,69886.0,0.0,0.0,9,11,-1,2,8,27644,52,44,9,2,0,6,2,5,6,76,6,34,15,17,49,90,15,10,14,48,21,51,45,32,111,145
2020-03-07,nijmegen,gelderland,2,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,9,11,0,2,8,172064,54,45,12,2,1,5,1,5,6,75,9,35,12,17,54,90,15,10,12,42,25,57,38,26,711,2245
2020-03-07,renkum,gelderland,1,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,9,11,-2,2,8,31254,49,42,9,2,1,5,4,6,6,75,6,37,15,16,45,90,17,11,14,48,17,50,42,33,152,151
2020-03-07,zaltbommel,gelderland,1,69886,1.0,69886.0,2020-03-05 00:00:00,1.0,69886.0,1.0,69886.0,9,11,-1,2,8,27543,45,41,9,3,5,3,5,5,5,76,6,32,15,16,46,90,16,10,15,53,20,42,46,34,81,92
2020-03-07,de bilt,utrecht,6,43217,3.0,43217.0,2020-03-05 00:00:00,2.0,43217.0,0.0,0.0,9,11,-1,2,8,42375,53,42,9,2,2,6,5,4,5,76,5,34,16,17,41,90,15,10,12,43,18,56,38,34,204,340
2020-03-07,houten,utrecht,13,43217,9.0,43217.0,2020-03-05 00:00:00,9.0,43217.0,1.0,43217.0,9,11,-1,2,8,48765,55,38,8,4,0,2,2,3,4,80,5,31,16,15,40,93,11,7,13,46,16,59,40,34,159,182
2020-03-07,soest,utrecht,7,43217,6.0,43217.0,2020-03-05 00:00:00,4.0,43217.0,0.0,0.0,9,11,-1,2,8,45487,50,43,9,1,2,5,2,4,6,75,6,35,16,15,42,90,15,11,12,47,20,51,41,31,147,189
2020-03-07,utrecht,utrecht,11,43217,8.0,43217.0,2020-03-05 00:00:00,6.0,43217.0,2.0,43217.0,9,11,-1,2,8,338967,57,44,12,2,2,10,6,4,6,75,9,31,10,17,52,89,14,10,12,40,24,58,39,26,1261,2774
2020-03-07,wijk bij duurstede,utrecht,1,43217,1.0,43217.0,0,0.0,0.0,0.0,0.0,9,11,-1,2,8,23384,53,38,7,0,1,3,3,4,4,79,4,33,16,15,41,92,12,7,14,51,21,51,38,31,62,77
2020-03-07,zeist,utrecht,1,43217,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,-1,2,8,62258,53,45,11,1,2,6,3,5,6,75,7,35,15,18,44,89,16,11,14,45,20,54,43,32,351,611
2020-03-07,amstelveen,noord-holland,1,83056,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,7,88602,52,46,11,1,20,6,4,4,5,78,6,33,12,14,41,91,13,9,11,44,19,56,43,25,334,574
2020-03-07,amsterdam,noord-holland,3,83056,2.0,83056.0,2020-03-05 00:00:00,2.0,83056.0,1.0,83056.0,9,11,1,2,7,833624,56,49,13,2,7,10,6,4,7,74,9,33,9,14,50,89,16,11,13,42,28,53,41,21,2900,6680
2020-03-07,beverwijk,noord-holland,3,83056,2.0,83056.0,2020-03-05 00:00:00,2.0,83056.0,1.0,83056.0,9,11,1,2,7,40318,51,45,11,2,9,6,3,5,7,75,7,35,13,15,44,89,17,11,16,53,23,49,41,21,109,266
2020-03-07,blaricum,noord-holland,1,83056,1.0,83056.0,2020-03-05 00:00:00,1.0,83056.0,1.0,83056.0,9,11,-1,2,8,9622,50,38,8,0,1,6,6,4,4,79,5,33,15,10,37,91,12,8,10,44,16,56,34,32,50,89
2020-03-07,bloemendaal,noord-holland,1,83056,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,7,22296,55,37,8,3,3,5,2,4,5,81,4,33,15,13,37,92,12,8,9,41,16,62,32,31,82,85
2020-03-07,diemen,noord-holland,2,83056,2.0,83056.0,2020-03-05 00:00:00,2.0,83056.0,2.0,83056.0,9,11,1,2,7,26840,52,46,12,3,4,6,3,4,6,76,7,33,11,13,46,90,15,10,13,46,24,52,42,24,63,97
2020-03-07,haarlem,noord-holland,1,83056,1.0,83056.0,2020-03-05 00:00:00,1.0,83056.0,1.0,83056.0,9,11,1,2,7,158140,54,44,11,2,3,6,3,4,6,77,7,33,12,13,46,90,14,10,12,44,23,55,36,24,613,915
2020-03-07,landsmeer,noord-holland,1,83056,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,7,10977,53,38,8,0,10,6,5,4,6,78,5,33,15,14,40,91,13,8,13,49,20,53,34,25,37,44
2020-03-07,zaanstad,noord-holland,2,83056,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,7,152466,52,44,11,2,13,8,5,5,7,74,8,36,13,15,45,89,17,11,16,52,25,48,43,22,412,642
2020-03-07,alphen aan den rijn,zuid-holland,1,109279,1.0,109279.0,2020-03-05 00:00:00,1.0,109279.0,1.0,109279.0,9,11,1,2,7,107960,52,42,9,1,5,5,3,5,5,77,6,35,14,14,48,89,15,9,14,51,20,50,41,30,288,400
2020-03-07,delft,zuid-holland,1,109279,1.0,109279.0,2020-03-05 00:00:00,1.0,109279.0,1.0,109279.0,9,11,1,2,8,101034,60,51,13,0,1,4,3,3,5,76,8,34,11,13,50,90,14,10,12,45,22,56,42,26,282,664
2020-03-07,'s-gravenhage,zuid-holland,2,109279,2.0,109279.0,0,0.0,0.0,0.0,0.0,9,11,1,2,8,519988,51,53,16,2,2,5,3,5,9,70,12,38,11,13,52,86,20,14,15,49,26,47,49,21,1547,2324
2020-03-07,hardinxveld-giessendam,zuid-holland,4,109279,4.0,109279.0,2020-03-05 00:00:00,2.0,109279.0,1.0,109279.0,9,11,2,2,8,17774,44,39,8,3,1,5,3,4,4,79,5,30,16,17,40,90,13,9,15,51,18,43,51,39,44,52
2020-03-07,oegstgeest,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,8,23209,59,41,9,1,19,7,6,4,5,80,5,34,15,14,48,90,14,9,10,44,16,59,35,32,80,129
2020-03-07,ridderkerk,zuid-holland,1,109279,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,8,45097,40,44,10,0,1,5,4,5,6,74,6,36,15,14,43,88,16,11,16,55,20,43,52,27,216,150
2020-03-07,rotterdam,zuid-holland,11,109279,9.0,109279.0,2020-03-05 00:00:00,5.0,109279.0,3.0,109279.0,9,11,1,2,8,629606,47,52,15,1,2,7,4,6,10,68,11,37,10,16,51,85,21,15,17,51,27,44,51,21,1983,3759
2020-03-07,westvoorne,zuid-holland,1,109279,1.0,109279.0,0,0.0,0.0,0.0,0.0,9,11,1,2,8,14197,51,39,8,1,1,3,3,4,5,77,4,35,14,13,39,91,13,9,14,53,18,48,40,31,47,45
2020-03-07,woerden,utrecht,2,43217,2.0,43217.0,0,0.0,0.0,0.0,0.0,9,11,1,2,7,51161,54,40,8,1,4,5,3,4,5,78,5,32,15,17,41,92,13,9,13,48,18,53,41,37,179,315
2020-03-07,west maas en waal,gelderland,1,69886,1.0,69886.0,0,0.0,0.0,0.0,0.0,9,11,0,2,8,18693,46,41,8,1,2,3,2,6,5,77,6,32,15,16,46,90,16,10,16,53,21,47,37,33,64,59
2020-03-07,best,noord-brabant,1,131760,1.0,131760.0,2020-03-05 00:00:00,1.0,131760.0,0.0,0.0,9,11,1,2,9,28976,52,41,9,1,11,3,4,4,6,76,6,30,17,14,43,90,15,8,13,51,18,56,34,32,99,146
2020-03-07,breda,noord-brabant,2,131760,2.0,131760.0,0,0.0,0.0,0.0,0.0,9,11,2,2,8,181611,49,46,12,3,2,8,5,5,6,73,8,31,15,17,48,89,16,11,13,46,21,55,36,26,706,1292
2020-03-07,dongen,noord-brabant,2,131760,1.0,131760.0,2020-03-05 00:00:00,1.0,131760.0,0.0,0.0,9,11,2,2,8,25413,48,42,10,1,3,5,2,6,6,75,6,32,16,17,44,90,17,10,16,53,19,53,38,29,61,94
2020-03-07,eindhoven,noord-brabant,4,131760,4.0,131760.0,2020-03-05 00:00:00,3.0,131760.0,1.0,131760.0,9,11,1,2,9,224755,51,50,14,2,4,8,6,5,7,72,9,32,13,18,52,87,17,11,13,45,24,54,37,24,760,2169
2020-03-07,helmond,noord-brabant,4,131760,4.0,131760.0,2020-03-05 00:00:00,4.0,131760.0,4.0,131760.0,9,11,0,2,8,90127,49,47,12,6,3,8,6,5,7,71,9,35,15,16,49,87,18,12,16,52,23,49,39,24,273,532
2020-03-07,'s-hertogenbosch,noord-brabant,2,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,1,2,9,151608,48,43,11,2,2,7,3,5,7,74,7,33,15,17,47,89,17,11,14,49,24,51,38,25,570,979
2020-03-07,heusden,noord-brabant,1,131760,0.0,0.0,0,0.0,0.0,0.0,0.0,9,11,2,2,8,43274,47,42,10,0,1,7,3,5,6,75,6,31,17,16,44,90,16,10,14,52,20,51,38,28,132,142
2020-03-07,loon op zand,noord-brabant,7,131760,5.0,131760.0,2020-03-05 00:00:00,5.0,131760.0,5.0,131760.0,9,11,2,2,8,22929,48,42,10,1,3,5,3,6,6,74,6,32,16,17,45,90,17,11,16,54,19,50,38,28,54,49
2020-03-07,oisterwijk,noord-brabant,3,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,9,11,1,2,9,25835,51,41,10,3,2,6,2,6,7,75,5,32,18,17,43,89,17,10,14,50,18,54,36,29,78,93
2020-03-07,oss,noord-brabant,1,131760,1.0,131760.0,2020-03-05 00:00:00,1.0,131760.0,1.0,131760.0,9,11,0,2,8,90003,49,43,10,2,2,7,3,6,7,73,7,35,16,17,46,89,18,12,17,54,22,49,39,29,241,324
2020-03-07,sint-michielsgestel,noord-brabant,3,131760,2.0,131760.0,2020-03-05 00:00:00,1.0,131760.0,0.0,0.0,9,11,1,2,9,28403,52,38,8,1,2,4,1,5,6,77,4,30,17,16,39,91,15,9,12,48,17,55,34,33,97,91
2020-03-07,tilburg,noord-brabant,10,131760,4.0,131760.0,2020-03-05 00:00:00,3.0,131760.0,3.0,131760.0,9,11,2,2,8,212941,48,47,13,2,3,7,4,6,7,72,9,34,15,18,51,88,18,12,17,50,26,50,39,23,667,1391
2020-03-07,uden,noord-brabant,6,131760,2.0,131760.0,0,0.0,0.0,0.0,0.0,9,11,0,2,8,41247,52,41,10,1,8,5,5,6,6,74,7,34,16,16,44,89,18,12,14,50,19,53,37,31,145,354
2020-03-07,waalre,noord-brabant,1,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,9,11,1,2,9,17023,51,41,9,1,4,6,6,5,6,77,5,30,17,14,41,91,15,9,10,44,16,58,33,33,63,101
2020-03-07,waalwijk,noord-brabant,3,131760,1.0,131760.0,0,0.0,0.0,0.0,0.0,9,11,2,2,8,47021,46,44,11,1,3,4,2,6,7,73,7,33,16,17,47,89,18,12,16,54,21,48,40,27,170,234
2020-03-07,maastricht,limburg,3,61053,2.0,61053.0,0,0.0,0.0,0.0,0.0,9,10,3,3,9,122533,48,50,14,1,2,6,3,5,7,71,9,36,14,17,47,87,17,12,15,47,26,49,37,23,453,1152
2020-03-07,simpelveld,limburg,2,61053,2.0,61053.0,0,0.0,0.0,0.0,0.0,9,9,3,2,8,10741,38,44,11,0,1,6,3,5,6,71,7,37,16,15,43,88,17,11,17,55,19,44,42,25,23,31
2020-03-07,utrechtse heuvelrug,utrecht,1,43217,1.0,43217.0,0,0.0,0.0,0.0,0.0,9,11,-1,2,8,48506,52,42,8,1,1,6,4,5,5,77,5,34,16,18,41,90,15,10,13,47,18,51,43,37,225,203
2020-03-07,lansingerland,zuid-holland,2,109279,1.0,109279.0,0,0.0,0.0,0.0,0.0,9,11,1,2,8,59035,53,38,7,1,10,4,1,3,4,81,5,31,14,12,39,92,11,7,13,49,17,57,42,32,149,165
